Timestamp, Epoch,L3-PSS:SGV501_IN_OPEN_POSITION
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 08:24:50.312Z,1755678290312,1
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
2025-08-20 15:25:57.902Z,1755703557902,0
