Timestamp, Epoch,L1-ALFA-SHU01-61:Out
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
2025-08-31 21:35:30.086Z,1756676130086,0
